PlayerId,Number,Name,PositionId,BirthDate,Nationality,Height,FootId,Value,ValueUnitId,Age,TeamId
591,5,Eslem Öztürk,6,1 Ara 1997,Türkiye,"1,77m",2,250,1,25,20
592,-,Egehan Gök,6,27 Şub 2000,Türkiye,"1,79m",2,50,1,23,20
593,99,Jackson,7,24 Nis 1999,Brezilya,"1,78m",3,900,1,24,20
594,8,Vefa Temel,7,3 Kas 2002,Türkiye,-,,325,1,20,20
595,27,Valon Ethemi,8,3 Eki 1997,Kuzey Makedonya,"1,79m",2,1.5,2,26,20
596,11,Kubilay Köylü,8,4-May-99,Türkiye,"1,77m",,75,1,24,20
597,18,Alassane Ndao,9,20 Ara 1996,Senegal,"1,76m",2,1.9,2,26,20
598,12,Mendy Mamadou,9,4 Eki 1998,Senegal,"1,85m",2,350,1,25,20
599,7,David Sambissa,9,11 Oca 1996,Gabon,"1,77m",1,300,1,27,20
600,52,İzzet Topatar,9,17 Eki 2001,Türkiye,"1,77m",2,75,1,21,20
601,-,Kağan Bağış,9,10 Nis 1998,Türkiye,"1,78m",2,50,1,25,20
602,9,İbrahim Yılmaz,11,6 Şub 1994,Türkiye,"1,84m",2,700,1,29,20
603,19,Emir Kaan Gültekin,11,2 Eki 2000,Türkiye,"1,81m",2,700,1,23,20
604,88,Djakaridja Junior Traoré,11,2 Ağu 1998,Fildişi Sahili,"1,90m",2,400,1,25,20
605,15,Berkay Tekke,11,5 Haz 2003,Türkiye,"1,86m",2,50,1,20,20
606,20,Özcan Şahan,11,8 Oca 1999,Türkiye,"1,76m",2,50,1,24,20
607,1,Mateusz Lis,1,27 Şub 1997,Polonya,"1,92m",2,900,1,26,21
608,13,Arda Özcimen,1,8 Oca 2002,Türkiye,"2,02m",1,425,1,21,21
609,26,Berkin Özgür,1,20 Tem 2004,Türkiye,"1,90m",2,50,1,19,21
610,81,Yigit Yildiz,1,20 Nis 2004,Türkiye,-,,-,,19,21
611,4,Taha Altıkardeş,2,22 Ağu 2003,Türkiye,"1,90m",2,850,1,20,21
612,15,Tarkan Serbest,2,2-May-94,Türkiye,"1,84m",2,600,1,29,21
613,33,Atinc Nukan,2,20 Tem 1993,Türkiye,"1,96m",1,500,1,30,21
614,24,Lasse Nielsen,2,8 Oca 1988,Danimarka,"1,85m",2,300,1,35,21
615,50,Ümit Akdag,2,6 Eki 2003,Romanya,"1,92m",1,50,1,20,21
616,40,Ege Yildirim,2,18 Nis 2007,Türkiye,-,,-,,16,21
617,19,Emre Gedik,3,29 Haz 1999,Türkiye,-,1,225,1,24,21
618,12,Ismail Köybasi,3,10 Tem 1989,Türkiye,"1,79m",1,175,1,34,21
619,3,Ali Dere,3,29 Eyl 1992,Türkiye,"1,76m",1,100,1,31,21
620,77,Ogün Bayrak,4,10 Eki 1998,Türkiye,"1,78m",2,350,1,25,21
621,88,Firatcan Üzüm,4,4 Haz 1999,Türkiye,"1,78m",2,300,1,24,21
622,21,Doğan Erdoğan,5,22 Ağu 1996,Türkiye,"1,82m",2,900,1,27,21
623,30,Yalcin Kayan,5,30 Oca 1999,Türkiye,"1,80m",1,700,1,24,21
624,31,Anthony Dennis,5,21 Haz 2004,Nijerya,-,,-,,19,21
625,6,Celil Yüksel,6,1 Oca 1998,Türkiye,"1,71m",2,750,1,25,21
626,8,Romal Palmer,6,30 Eyl 1998,İngiltere,"1,81m",2,650,1,25,21
627,11,Ahmed Ildiz,6,28 Kas 1996,Türkiye,"1,81m",2,600,1,26,21
628,7,Aliou Traoré,6,8 Oca 2001,Fransa,"1,88m",2,450,1,22,21
629,32,Izzet Furkan Malak,6,14 Oca 2005,Türkiye,-,2,100,1,18,21
630,49,Chidindu Lucky Ihejirika,6,2 Eki 2004,Nijerya,-,1,-,,19,21
631,43,David Tijanic,7,16 Tem 1997,Slovenya,"1,74m",2,800,1,26,21
632,17,Ensar Aksakal,8,1 Eki 2001,Türkiye,"1,74m",2,175,1,22,21
633,23,Kenneth Mamah,9,5-May-98,Nijerya,"1,82m",2,500,1,25,21
634,45,Billal Messaoudi,9,21 Ara 1997,Cezayir,"1,84m",2,500,1,25,21
635,27,Marko Kvasina,11,20 Ara 1996,Avusturya,"1,95m",2,700,1,26,21
636,18,Mame Diouf,11,16 Ara 1987,Senegal,"1,85m",2,600,1,35,21
637,9,Kubilay Kanatsizkus,11,28-Mar-97,Türkiye,"1,90m",1,300,1,26,21
638,1,Berke Özer,1,25-May-00,Türkiye,"1,91m",2,1.2,2,23,22
639,13,Birkan Tetik,1,19 Eki 1995,Türkiye,"1,90m",2,100,1,27,22
640,26,Alp Köseer,1,1 Oca 2003,Türkiye,"1,85m",2,75,1,20,22
641,92,Kubilay Anteplioglu,1,11 Eyl 1992,Türkiye,"1,90m",2,25,1,31,22
642,4,Luccas Claro,2,20 Eki 1991,Brezilya,"1,80m",2,600,1,31,22
643,44,Jakhongir Urozov,2,18 Oca 2004,Özbekistan,"1,90m",,300,1,19,22
644,90,Metehan Baltaci,2,3 Kas 2002,Türkiye,"1,89m",2,175,1,20,22
645,5,Fethi Özer,2,4 Eki 1996,Türkiye,"1,85m",2,150,1,27,22
646,15,Ugur Demirok,2,8 Tem 1988,Türkiye,"1,85m",2,75,1,35,22
647,88,Caner Erkin,3,4 Eki 1988,Türkiye,"1,81m",1,375,1,35,22
648,19,Ömer Bayram,3,27 Tem 1991,Türkiye,"1,75m",1,200,1,32,22
649,7,Murat Ucar,4,1 Ağu 1991,Türkiye,"1,69m",2,300,1,32,22
650,6,Robin Yalcin,5,25 Oca 1994,Almanya,"1,85m",2,800,1,29,22
651,57,Melih Kabasakal,5,18 Şub 1996,Türkiye,"1,78m",2,400,1,27,22
652,28,Taskin Ilter,5,5 Tem 1994,Azerbaycan,"1,85m",2,250,1,29,22
653,91,Bekir Yilmaz,6,6-Mar-88,Türkiye,"1,82m",2,25,1,35,22
654,77,Svit Seslar,7,9 Oca 2002,Slovenya,"1,86m",1,1.2,2,21,22
655,20,Recep Niyaz,7,2 Ağu 1995,Türkiye,"1,65m",2,850,1,28,22
656,16,Fredy,7,27-Mar-90,Angola,"1,70m",2,800,1,33,22
657,11,Adrien Regattin,7,22 Ağu 1991,Fas,"1,68m",2,400,1,32,22
658,80,Francis Ezeh,8,12 Eyl 1997,Nijerya,"1,78m",2,300,1,26,22
659,40,Prince Ampem,9,13 Nis 1998,Gana,"1,69m",2,1.6,2,25,22
660,-,Aly Malle,9,3 Nis 1998,Mali,"1,76m",1,300,1,25,22
661,70,Mete Demir,9,13-May-98,Türkiye,"1,70m",1,300,1,25,22
662,99,Gianni Bruno,11,19 Ağu 1991,Belçika,"1,80m",2,1,2,32,22
663,23,Ahmed Kutucu,11,1-Mar-00,Türkiye,"1,81m",2,500,1,23,22
664,9,Mustafa Pektemek,11,11 Ağu 1988,Türkiye,"1,82m",2,50,1,35,22
665,1,Harun Tekin,1,17 Haz 1989,Türkiye,"1,87m",2,175,1,34,23
666,35,Gökhan Degirmenci,1,21-Mar-89,Türkiye,"1,85m",2,175,1,34,23
667,67,Enes Sari,1,8 Haz 2000,Türkiye,"1,87m",2,50,1,23,23
668,-,Ahmet Hasan Göcen,1,10 Haz 2003,Türkiye,"1,90m",2,10,1,20,23
669,4,Emir Ortakaya,2,22 Haz 2004,Türkiye,-,1,900,1,19,23
670,53,Burak Öksüz,2,25 Oca 1996,Türkiye,"1,85m",1,750,1,27,23
671,55,Yusuf Abdioglu,2,14 Eki 1989,Türkiye,"1,81m",2,225,1,34,23
672,2,Alihan Kubalas,2,26 Eki 1991,Türkiye,"1,85m",2,150,1,31,23
673,3,Onur Atasayar,3,1 Oca 1995,Türkiye,"1,84m",1,225,1,28,23
674,19,Atila Turan,3,10 Nis 1992,Türkiye,"1,76m",1,175,1,31,23
675,77,Oguz Ceylan,4,15 Ara 1990,Türkiye,"1,74m",2,275,1,32,23
676,32,Mehmet Yilmaz,4,20 Ağu 1995,Türkiye,-,2,250,1,28,23
677,17,Emre Nefiz,4,24 Kas 1994,Türkiye,"1,78m",2,75,1,28,23
678,20,Mert Cölgecen,5,7 Şub 2001,Türkiye,"1,79m",2,150,1,22,23
679,24,Ibrahima Fofana,6,15 Ağu 2002,Gine,"1,82m",2,200,1,21,23
680,40,Yusuf Gültekin,6,12-Mar-93,Türkiye,"1,80m",1,200,1,30,23
681,8,Cihat Celik,6,2 Oca 1996,Hollanda,"1,84m",2,175,1,27,23
682,45,Mesut Can Tunali,6,8 Tem 2001,Türkiye,-,2,50,1,22,23
683,41,João Amaral,7,7 Eyl 1991,Portekiz,"1,72m",3,600,1,32,23
684,14,Giorgi Beridze,8,12-May-97,Gürcistan,"1,74m",2,2,2,26,23
685,70,Baris Alici,9,24 Haz 1997,Türkiye,"1,80m",2,600,1,26,23
686,10,Daniel Candeias,9,25 Şub 1988,Portekiz,"1,77m",2,200,1,35,23
687,7,Cem Ekinci,9,5-Mar-90,Türkiye,"1,80m",3,150,1,33,23
688,21,Bedirhan Yildiz,9,30 Oca 2005,Türkiye,"1,79m",3,25,1,18,23
689,99,Douglas Tanque,11,27 Eki 1993,Brezilya,"1,88m",1,1.2,2,29,23
690,11,Christian Kouakou,11,20 Nis 1995,İsveç,"1,81m",2,400,1,28,23
691,9,Atabey Cicek,11,24 Tem 1995,Türkiye,"1,88m",2,250,1,28,23
692,33,Ömer Tug,11,19 Oca 2003,Türkiye,-,2,10,1,20,23
693,1,Ioannis Gelios,1,24 Nis 1992,Yunanistan,"1,90m",2,200,1,31,24
694,16,Akin Alkan,1,26 Tem 1989,Türkiye,"1,86m",2,175,1,34,24
695,42,Erdem Cakaltarla,1,29 Eyl 2003,Türkiye,-,,25,1,20,24
696,35,Sergen Picinciol,2,11 Eki 1995,Türkiye,"1,85m",2,425,1,28,24
697,57,Batuhan Yayikci,2,3 Eki 1996,Türkiye,"1,88m",1,300,1,27,24
698,20,Mert Celik,2,10 Haz 2000,Azerbaycan,"1,86m",2,250,1,23,24
699,-,Georgios Koutroubis,2,10 Şub 1991,Yunanistan,"1,89m",2,200,1,32,24
700,23,Mexer,2,8 Eyl 1988,Mozambik,"1,88m",2,200,1,35,24
701,-,Mateusz Holownia,2,6-May-98,Polonya,"1,84m",1,75,1,25,24
702,3,Batuhan Adigüzel,3,3 Eyl 2001,Türkiye,-,1,200,1,22,24
703,53,Mücahid Albayrak,3,30 Tem 1991,Türkiye,"1,80m",1,150,1,32,24
704,19,Rahmetullah Berisbek,4,22-Mar-99,Türkiye,"1,71m",2,300,1,24,24
705,21,Yusuf Gümüs,4,21 Tem 2003,Türkiye,-,2,175,1,20,24
706,-,Okan Alkan,4,1 Eki 1992,Türkiye,"1,70m",2,125,1,31,24
707,41,Mehmet Özcan,5,10 Ağu 1998,Türkiye,"1,75m",2,450,1,25,24
708,6,Remi Mulumba,5,2 Kas 1992,Kongo DC,"1,78m",2,375,1,30,24
709,5,Emirhan Aydogan,6,26 Haz 1997,Türkiye,"1,77m",1,250,1,26,24
710,8,Mustafa Saymak,6,11 Şub 1993,Hollanda,"1,69m",2,175,1,30,24
711,10,Dogan Can Davas,7,22 Ağu 1997,Türkiye,"1,70m",2,425,1,26,24
712,-,Aksel Aktas,7,15 Tem 1999,Türkiye,"1,78m",2,300,1,24,24
713,18,Aygün Özisikyildiz,7,17-May-04,Türkiye,-,,50,1,19,24
714,9,Metehan Mimaroglu,8,7 Tem 1994,Türkiye,"1,78m",2,375,1,29,24
715,-,Caner Bag,8,19 Eyl 1990,Türkiye,"1,79m",2,75,1,33,24
716,93,Kadeem Harris,9,8 Haz 1993,İngiltere,"1,74m",2,700,1,30,24
717,7,Cebio Soukou,9,2 Eki 1992,Benin,"1,85m",2,550,1,31,24
718,17,Florian Jozefzoon,9,9 Şub 1991,Surinam,"1,73m",2,450,1,32,24
719,33,Levent Aycicek,9,14 Şub 1994,Almanya,"1,69m",2,350,1,29,24
720,77,Mustafa Cecenoglu,9,12 Oca 1994,Türkiye,"1,81m",1,125,1,29,24
721,2,Moussa Djitté,11,4 Eki 1999,Senegal,"1,80m",2,1.5,2,24,24
722,25,Raúl Bobadilla,11,18 Haz 1987,Paraguay,"1,80m",2,200,1,36,24
723,14,Mervan Yigit,11,27 Haz 2001,Türkiye,"1,79m",2,125,1,22,24
724,1,Diogo Sousa,1,16 Eyl 1998,Portekiz,"1,98m",2,600,1,25,25
725,32,Bahri Can Tosun,1,13 Eki 2002,Türkiye,"1,85m",2,50,1,21,25
726,35,Egemen Gencalp,1,21 Ara 1987,Türkiye,"1,91m",2,10,1,35,25
727,34,Ali Aytemur,2,3 Nis 1996,Türkiye,"1,84m",1,325,1,27,25
728,6,Süleyman Özdamar,2,25 Şub 1993,Türkiye,"1,82m",2,275,1,30,25
729,3,Ondrej Celustka,2,18 Haz 1989,Çek Cumhuriyeti,"1,87m",2,200,1,34,25
730,63,Kaan Bengi,2,31-Mar-05,Türkiye,"1,85m",1,-,,18,25
731,77,Cenk Sen,3,2 Eki 2000,Türkiye,"1,70m",1,750,1,23,25
732,16,Eren Albayrak,3,23 Nis 1991,Türkiye,"1,79m",1,125,1,32,25
733,5,Ali Eren Iyican,3,26 Haz 1999,Türkiye,"1,75m",1,100,1,24,25
734,23,Üzeyir Ergün,4,4 Kas 1992,Türkiye,"1,78m",2,300,1,30,25
735,26,Musah Mohammed,5,5 Oca 2002,Gana,"1,92m",2,400,1,21,25
736,72,Muhammed Gönülacar,5,27 Eyl 1994,Türkiye,"1,87m",2,200,1,29,25
737,90,Halil Ibrahim Sevinc,5,24 Oca 2002,Türkiye,"1,77m",2,125,1,21,25
738,4,Erkan Degismez,5,27 Ağu 1986,Türkiye,"1,80m",2,50,1,37,25
739,8,Samet Yalcin,6,3-Mar-94,Türkiye,"1,80m",2,400,1,29,25
740,20,Pedro Brazão,7,30 Ara 2002,Portekiz,"1,78m",1,1,2,20,25
741,19,Haqi Osman,8,11 Nis 2002,Gana,"1,73m",2,400,1,21,25
742,94,Burak Coban,8,7 Kas 1994,Türkiye,"1,68m",2,350,1,28,25
743,41,Gökdeniz Bayrakdar,9,23 Kas 2001,Türkiye,"1,81m",1,1.5,2,21,25
744,11,Omar Imeri,9,13 Ara 1999,Arnavutluk,"1,75m",2,450,1,23,25
745,17,Aldair,9,31 Oca 1992,Gine-Bissau,"1,70m",1,250,1,31,25
746,99,Ronaldo Kwateh,9,19 Eki 2004,Endonezya,"1,67m",2,175,1,18,25
747,10,Kenan Özer,9,16 Ağu 1987,Türkiye,"1,70m",2,100,1,36,25
748,29,Adem Metin Türk,9,15 Oca 2004,Türkiye,"1,77m",1,75,1,19,25
749,48,Celal Dumanli,11,28 Nis 1994,Türkiye,"1,89m",2,200,1,29,25
750,18,Adis Jahovic,11,18-Mar-87,Kuzey Makedonya,"1,91m",2,50,1,36,25
751,49,Habib Bicer,11,2 Şub 2004,Türkiye,-,,25,1,19,25
752,35,Abdulsamed Damlu,1,25 Tem 1999,Türkiye,"1,91m",1,450,1,24,26
753,1,Übeyd Adiyaman,1,2 Eki 1997,Türkiye,"1,94m",2,100,1,26,26
754,99,Onur Yildirim,1,27 Şub 2006,Türkiye,"1,89m",2,-,,17,26
755,4,Mustafa Eser,2,29 Ağu 2001,Türkiye,"1,85m",2,250,1,22,26
756,44,Tomislav Glumac,2,14-May-91,Hırvatistan,"1,94m",1,200,1,32,26
757,97,Dimitri Cavaré,2,5 Şub 1995,Guadeloupe,"1,84m",2,200,1,28,26
758,15,Berk Taskin,2,28 Kas 1997,Türkiye,"1,85m",2,75,1,25,26
759,5,Yusuf Saitoglu,2,1 Oca 2003,Türkiye,"1,83m",2,-,,20,26
760,75,Emre Kaplan,3,12 Oca 2001,Türkiye,"1,80m",1,650,1,22,26
761,22,Ugur Kaan Yildiz,4,6 Ağu 2002,Türkiye,"1,81m",2,275,1,21,26
762,90,Strahil Popov,4,31 Ağu 1990,Bulgaristan,"1,85m",2,225,1,33,26
763,91,Coshqun Diniyev,5,13 Eyl 1995,Azerbaycan,"1,69m",2,500,1,28,26
764,3,Isaac Cofie,5,20 Eyl 1991,Gana,"1,84m",2,400,1,32,26
765,83,Mehmet Kaan Gündüz,5,25-May-03,Türkiye,-,,-,,20,26
766,8,Serkan Göksu,6,19-May-93,Türkiye,"1,82m",2,225,1,30,26
767,18,Fatih Sanlitürk,6,1 Oca 2003,Türkiye,"1,80m",2,225,1,20,26
768,6,Muhammed Mert,6,9 Şub 1995,Türkiye,"1,74m",2,150,1,28,26
769,16,Atalay Babacan,6,28 Haz 2000,Türkiye,"1,74m",1,150,1,23,26
770,17,Batuhan Arici,6,20 Oca 2003,Türkiye,"1,73m",1,-,,20,26
771,14,Emre Demir,7,15 Oca 2004,Türkiye,"1,75m",1,850,1,19,26
772,19,Sirachan Nas,7,20 Haz 2002,Türkiye,-,2,150,1,21,26
773,95,Dejvi Bregu,8,24 Eki 1995,Arnavutluk,"1,71m",2,600,1,27,26
774,20,Hasan Ayaroglu,8,22-Mar-95,Türkiye,"1,76m",1,100,1,28,26
775,28,Viktor Klonaridis,9,28 Tem 1992,Belçika,"1,79m",2,500,1,31,26
776,7,Melih Okutan,9,1 Tem 1996,Türkiye,"1,77m",2,200,1,27,26
777,11,Onur Ayik,9,28 Oca 1990,Türkiye,"1,83m",3,200,1,33,26
778,21,Ayman Bouali,9,21 Eki 1999,Fas,"1,74m",1,-,,23,26
779,9,Ivan Saponjic,11,2 Ağu 1997,Sırbistan,"1,90m",2,750,1,26,26
780,10,Daouda Bamba,11,5-Mar-95,Fildişi Sahili,"1,84m",2,500,1,28,26
781,1,Alperen Uysal,1,1 Oca 1994,Türkiye,"1,90m",2,325,1,29,27
782,31,Samet Karabatak,1,25-May-01,Türkiye,"1,94m",2,100,1,22,27
783,69,Orhan Kursun,1,24 Şub 2002,Türkiye,"1,96m",2,-,,21,27
784,45,Ayberk Karapo,2,21 Tem 2004,Türkiye,"1,86m",2,775,1,19,27
785,17,Daniel Graovac,2,8 Ağu 1993,Bosna-Hersek,"1,85m",2,700,1,30,27
786,66,David Domgjoni,2,21-May-97,Kosova,"1,90m",1,225,1,26,27
787,15,Alioune Ba,2,7 Kas 1989,Fransa,"1,88m",2,150,1,33,27
788,6,Kaan Kanak,3,6 Eki 1990,Türkiye,"1,80m",1,175,1,33,27
789,-,Mert Kuyucu,3,11-May-00,Türkiye,"1,85m",1,50,1,23,27
790,33,Furkan Mehmet Dogan,3,22 Kas 2001,Türkiye,"1,81m",1,-,,21,27
791,26,Bedirhan Altunbas,4,23 Haz 1999,Türkiye,"1,80m",2,175,1,24,27
792,13,Oguzhan Berber,4,10 Nis 1992,Türkiye,"1,76m",1,50,1,31,27
793,4,Tugay Kacar,5,1 Oca 1994,Türkiye,"1,80m",2,175,1,29,27
794,14,Mamadou Cissokho,5,30 Eyl 2000,Senegal,-,,-,,23,27
795,24,Yunus Emre Dursun,5,2 Oca 2006,Türkiye,-,,-,,17,27
796,7,Marvin Gakpa,6,1 Kas 1993,Fransa,"1,82m",2,600,1,29,27
797,60,Bekir Karadeniz,6,10 Nis 1999,Türkiye,"1,77m",1,550,1,24,27
798,8,Oguz Gürbulak,6,10 Ağu 1992,Türkiye,"1,78m",2,300,1,31,27
799,36,Burak Altiparmak,6,15 Eki 1990,Türkiye,"1,78m",2,175,1,33,27
800,-,Mert Ali Özbaykiz,6,17 Ara 2002,Türkiye,-,,25,1,20,27
801,10,Ballou Tabla,8,31-Mar-99,Kanada,"1,74m",2,400,1,24,27
802,11,Kerim Frei,8,19 Kas 1993,Türkiye,"1,71m",2,300,1,29,27
803,-,Anil Koc,8,29 Oca 1995,Türkiye,"1,75m",2,200,1,28,27
804,99,Dogukan Emeksiz,8,5 Oca 2000,Türkiye,"1,79m",2,175,1,23,27
805,-,Batuhan Nizam,8,13 Eyl 2002,Türkiye,"1,73m",1,25,1,21,27
806,98,Jetmir Topalli,9,7 Şub 1998,Kosova,"1,88m",2,900,1,25,27
807,21,Demba Diallo,9,13 Eki 2000,Mali,-,2,425,1,23,27
808,77,Meriton Korenica,9,15 Ara 1996,Kosova,"1,75m",2,350,1,26,27
809,9,Muhammed Kiprit,11,9 Tem 1999,Türkiye,"1,84m",3,250,1,24,27
810,91,Sandro Lima,11,28 Eki 1990,Brezilya,"1,86m",2,250,1,32,27
811,22,Anil Karadag,13,23 Haz 2002,Türkiye,-,,-,,21,28
812,13,Ibrahim Demir,1,2 Eyl 1995,Türkiye,"1,90m",2,100,1,28,28
813,35,Cihan Topaloglu,1,30-Mar-92,Türkiye,"1,86m",1,100,1,31,28
814,99,Orhan Bostan,1,22 Ağu 2004,Türkiye,"1,89m",2,-,,19,28
815,12,Isaac Donkor,2,15 Ağu 1995,Gana,"1,81m",2,375,1,28,28
816,3,Caglayan Menderes,2,9 Haz 1999,Türkiye,"1,90m",2,300,1,24,28
817,33,Erdi Dikmen,2,6 Şub 1997,Türkiye,"1,92m",1,200,1,26,28
818,61,Bülent Cevahir,3,13 Şub 1992,Türkiye,"1,71m",1,150,1,31,28
819,5,Bülent Uzun,3,21 Kas 1990,Türkiye,"1,74m",1,75,1,32,28
820,2,Ali Ülgen,4,10 Kas 1999,Türkiye,"1,76m",2,400,1,23,28
821,70,Oguz Yildirim,4,1 Oca 1995,Türkiye,"1,74m",2,275,1,28,28
822,77,Umut Uzun,4,17 Oca 2004,Türkiye,"1,77m",2,-,,19,28
823,54,Mikail Okyar,5,23 Oca 1999,Türkiye,"1,77m",2,375,1,24,28
824,-,Dmytro Grechyshkin,5,22 Eyl 1991,Ukrayna,"1,75m",2,300,1,32,28
825,6,Rajko Rotman,5,19-Mar-89,Slovenya,"1,87m",2,50,1,34,28
826,8,Sinan Kurt,6,2-Mar-95,Türkiye,"1,78m",3,1.1,2,28,28
827,20,Hasan Kilic,6,27 Tem 1992,Türkiye,"1,83m",2,375,1,31,28
828,17,Murat Cem Akpinar,6,24 Oca 1999,Türkiye,"1,73m",2,350,1,24,28
829,25,Nsana Simon,6,11-Mar-00,Kongo,"1,71m",1,250,1,23,28
830,10,Burak Süleyman,8,1 Eyl 1994,Türkiye,"1,69m",2,350,1,29,28
831,7,Bilal Basacikoglu,8,26-Mar-95,Türkiye,"1,79m",2,200,1,28,28
832,28,Yonathan Del Valle,8,28-May-90,Venezuela,"1,73m",2,150,1,33,28
833,11,Rashad Muhammed,9,25 Eyl 1993,Fransa,"1,84m",2,250,1,30,28
834,21,Odise Roshi,9,22-May-91,Arnavutluk,"1,87m",2,250,1,32,28
835,-,Hadi Sacko,9,24-Mar-94,Mali,"1,83m",1,125,1,29,28
836,4,Kabongo Kasongo,11,18 Tem 1994,Kongo DC,"1,85m",2,700,1,29,28
837,9,Dino Ndlovu,11,15 Şub 1990,Güney Afrika,"1,82m",1,250,1,33,28
838,-,Erdinc Altintas,13,9-Mar-02,Türkiye,-,,25,1,21,29
839,24,Emre Koyuncu,1,4 Şub 1996,Türkiye,"1,87m",2,150,1,27,29
840,26,Ferhat Kaplan,1,7 Oca 1989,Türkiye,"1,90m",2,50,1,34,29
841,1,Murat Hocaoglu,1,11 Haz 1995,Türkiye,"1,88m",2,25,1,28,29
842,67,Görkem Demiryürek,1,17 Oca 2004,Türkiye,"1,83m",1,-,,19,29
843,33,Gökhan Akkan,2,30 Ağu 1998,Türkiye,"1,85m",2,350,1,25,29
844,3,Philip Awuku,2,27 Nis 2000,Togo,"1,87m",1,325,1,23,29
845,4,Bakhtiyar Hasanalizada,2,29 Ara 1992,Azerbaycan,"1,87m",2,300,1,30,29
846,5,Selim Ay,2,31 Tem 1991,Türkiye,"1,84m",2,50,1,32,29
847,-,Ibrahim Aksu,2,29-Mar-02,Türkiye,"1,90m",1,25,1,21,29
848,42,Mehmet Coskun,3,6 Kas 1998,Türkiye,"1,75m",1,250,1,24,29
849,96,Cagri Giritlioglu,3,9 Eki 1996,Türkiye,"1,81m",1,250,1,27,29
850,94,Emre Can,3,12 Nis 1994,Türkiye,-,1,125,1,29,29
851,22,Zahit Cinar,4,23 Oca 1997,Türkiye,"1,81m",2,125,1,26,29
852,27,Samet Asatekin,4,7 Şub 1992,Türkiye,"1,75m",2,50,1,31,29
853,72,Halef Keklik,4,26 Eki 2003,Türkiye,-,2,-,,19,29
854,12,Mahamadou Ba,5,21 Eyl 1999,Mali,"1,75m",2,475,1,24,29
855,64,Resul Türkkalesi,5,3 Ağu 1998,Türkiye,"1,75m",2,175,1,25,29
856,6,Mehmet Tas,5,20-Mar-91,Türkiye,"1,79m",2,100,1,32,29
857,19,Hikmet Ciftci,6,10-Mar-98,Türkiye,"1,77m",1,250,1,25,29
858,10,Muhammed Akarslan,6,2 Nis 1995,Türkiye,"1,74m",2,75,1,28,29
859,-,Muhammed Sarikaya,6,17 Nis 2001,Türkiye,"1,72m",1,50,1,22,29
860,44,Sekou Tidiany Bangoura,7,5 Nis 2002,Gine,-,2,200,1,21,29
861,7,Kévin Nzuzi Mata,8,17-May-94,Kongo DC,"1,81m",2,300,1,29,29
862,21,Aminu Umar,8,6-Mar-95,Nijerya,"1,74m",2,225,1,28,29
863,17,Ahmet Yazar,8,10-Mar-95,Türkiye,"1,76m",2,200,1,28,29
864,-,Ali Zamani,8,6 Ara 2002,İran,-,,-,,20,29
865,8,Abdoulaye Yahaya,9,7 Eki 2001,Kamerun,"1,70m",1,425,1,22,29
866,77,Sadik Bas,9,11-May-94,Türkiye,"1,80m",2,200,1,29,29
867,93,Efekan Colak,9,3 Nis 2003,Türkiye,"1,77m",2,25,1,20,29
868,63,Abdulkadir Celik,9,5 Oca 2001,Türkiye,"1,78m",2,10,1,22,29
869,-,Farjam Jamal Livani,9,14 Şub 2004,İran,-,1,-,,19,29
870,71,Erkan Sahin,10,25 Eyl 2000,Türkiye,"1,80m",2,10,1,23,29
871,14,Joseph Guédé Gnadou,11,23 Ağu 1994,Fildişi Sahili,"1,82m",2,400,1,29,29
872,9,James,11,20 Ara 1992,Nijerya,"1,77m",2,250,1,30,29
873,11,Ahmethan Köse,11,7 Oca 1997,Türkiye,"1,82m",1,200,1,26,29
874,28,William Togui,11,7 Ağu 1996,Fildişi Sahili,"1,85m",2,200,1,27,29
875,75,Koray Yagci,11,19 Şub 2003,Türkiye,"1,85m",1,150,1,20,29
876,-,Reza Abdi,11,11-May-96,İran,"1,83m",2,75,1,27,29
877,90,Seckin Batuhan Firinci,11,3-Mar-05,Türkiye,-,,-,,18,29
878,27,Hasan Hüseyin Akinay,1,1 Oca 1994,Türkiye,"1,82m",2,150,1,29,30
879,87,Ali Türkan,1,1 Ağu 1987,Türkiye,"1,90m",2,150,1,36,30
880,-,Bayram Olgun,1,26 Nis 1990,Türkiye,"1,85m",2,100,1,33,30
881,25,Mahmut Eren Güler,1,29 Eyl 2004,Türkiye,"1,86m",3,25,1,19,30
882,41,Onur Alp Sarman,1,19-Mar-05,Türkiye,-,,25,1,18,30
883,-,Hasan Perisan,1,27 Ağu 2000,Türkiye,-,,-,,23,30
884,4,Michael Ologo,2,5 Nis 2003,Nijerya,"1,89m",2,500,1,20,30
885,5,Zargo Touré,2,11 Kas 1989,Senegal,"1,83m",2,250,1,33,30
886,22,Berkay Degirmencioglu,2,12 Oca 1993,Türkiye,"1,89m",2,75,1,30,30
887,-,Gürkan Okan,2,7 Haz 2003,Türkiye,"1,85m",2,10,1,20,30
888,30,Adem Dogan,2,5 Eki 2001,Türkiye,-,1,-,,22,30
889,39,Erkan Kas,3,10 Eyl 1991,Türkiye,"1,83m",1,200,1,32,30
890,73,Süleyman Lus,3,24-Mar-01,Türkiye,"1,78m",1,175,1,22,30
891,2,Kerem Kalafat,4,9-Mar-01,Türkiye,"1,76m",2,500,1,22,30
892,77,Arda Yilmaztürk,4,24 Ara 1997,Türkiye,"1,77m",2,200,1,25,30
